user_id,age,location_country,count
260067,32.0,usa,22
263902,,usa,4
267621,68.0,usa,6
270326,,usa,21
270610,,usa,1
272120,,usa,19
274139,37.0,canada,1
274618,10.0,usa,7
278356,57.0,usa,30
3300,49.0,usa,1
32110,29.0,usa,13
52683,,usa,1
56933,34.0,usa,1
68811,,canada,5
74056,24.0,usa,34
85555,,usa,3
86140,31.0,italy,4
102505,37.0,usa,9
105168,,usa,2
113944,,usa,31
115701,,usa,1
120583,50.0,usa,3
128571,31.0,usa,1
162840,52.0,usa,9
173808,,usa,1
184354,36.0,usa,4
213256,,usa,3
245346,24.0,usa,6
247918,,usa,9
259877,,usa,1
261077,,usa,1
261757,15.0,usa,1
266126,,usa,5
273089,16.0,usa,10
8018,,usa,1
25919,,usa,19
30125,15.0,usa,7
46987,,usa,3
50210,31.0,usa,1
51376,48.0,usa,1
53678,57.0,usa,1
70379,,usa,13
82785,31.0,usa,2
82868,,usa,3
94307,,usa,8
101824,26.0,usa,4
112931,34.0,usa,4
115839,,germany,2
122449,31.0,usa,2
123744,25.0,usa,30
133981,,usa,2
136638,18.0,netherlands,6
138220,14.0,usa,4
139213,28.0,usa,2
161218,,romania,1
161459,27.0,usa,1
172036,14.0,usa,3
187540,23.0,united kingdom,1
214234,17.0,usa,6
231639,29.0,usa,3
233991,,usa,1
257820,10.0,usa,15
263793,14.0,india,7
266872,,usa,6
270829,30.0,usa,2
274105,42.0,usa,2
12839,30.0,usa,1
25409,31.0,usa,192
27853,,usa,1
53254,17.0,usa,4
53376,27.0,usa,8
71232,16.0,usa,1
96946,,usa,2
101624,18.0,usa,1
103488,,usa,2
109518,48.0,usa,2
116063,30.0,usa,7
136616,,usa,3
177934,,usa,5
183903,16.0,usa,1
208199,,usa,1
213718,,usa,1
221416,25.0,bulgaria,1
234399,,usa,25
240121,,usa,1
243819,,usa,2
248015,,usa,1
250494,20.0,usa,15
269336,20.0,usa,1
275843,,usa,1
13082,,usa,12
14363,49.0,usa,2
18411,40.0,germany,3
28150,25.0,usa,8
33576,29.0,usa,6
38906,,usa,1
45035,24.0,usa,1
53759,30.0,usa,1
54429,32.0,usa,5
69156,31.0,usa,70
86849,66.0,usa,4
89306,48.0,usa,2
90174,30.0,usa,12
90736,37.0,usa,2
103541,24.0,austria,49
111166,44.0,usa,12
117652,,usa,1
120740,54.0,united kingdom,1
126829,34.0,usa,1
132141,,usa,1
132901,24.0,usa,10
138300,31.0,usa,1
138815,53.0,southkorea,2
141338,,usa,3
153367,45.0,usa,1
159546,13.0,canada,3
164048,17.0,mexico,1
164465,33.0,usa,37
169507,19.0,usa,1
175304,,usa,2
179501,23.0,usa,12
186784,17.0,usa,8
186811,66.0,usa,3
189631,29.0,usa,2
189996,34.0,kuwait,2
196288,18.0,romania,1
201673,19.0,usa,4
203020,33.0,usa,1
217292,75.0,usa,8
229687,,usa,1
230374,30.0,germany,44
231354,,usa,36
231848,59.0,usa,3
232099,32.0,usa,4
236280,,usa,1
237173,20.0,usa,3
238610,67.0,usa,3
240280,36.0,usa,3
242409,23.0,france,125
260719,15.0,usa,1
262568,42.0,usa,1
265562,34.0,australia,1
269331,43.0,usa,1
276077,26.0,spain,6
276788,,usa,2
109140,15.0,usa,1
5055,15.0,usa,2
5416,,usa,5
8152,,usa,2
13709,,usa,5
23185,,usa,1
41522,,usa,4
53365,29.0,usa,6
54304,,usa,1
63998,28.0,usa,2
66323,34.0,usa,13
83646,34.0,usa,22
88677,44.0,canada,205
113804,52.0,usa,4
121592,,usa,10
122889,34.0,denmark,1
127720,23.0,usa,2
128206,,usa,2
129665,48.0,usa,3
145947,41.0,usa,4
157213,26.0,canada,2
158824,,usa,1
162562,29.0,usa,12
172676,29.0,usa,56
175796,,usa,3
180684,52.0,usa,1
187930,,canada,1
192460,28.0,malaysia,11
198547,,usa,11
205520,,usa,9
217136,,usa,1
221952,,usa,1
235375,,usa,10
238091,,usa,1
238350,49.0,usa,12
244092,,usa,4
244696,,usa,1
249178,26.0,usa,1
258107,28.0,usa,8
259447,29.0,usa,1
268074,,canada,5
270084,,usa,2
274466,21.0,usa,27
4221,,usa,10
6472,31.0,usa,1
6772,,canada,15
11285,32.0,canada,2
28089,22.0,usa,3
30138,49.0,usa,1
52887,,usa,7
81741,19.0,usa,1
90915,49.0,usa,8
94432,30.0,canada,2
95492,,canada,13
106101,14.0,usa,1
112088,,usa,6
129611,25.0,germany,3
151115,43.0,usa,2
155005,,canada,1
225435,,usa,9
226926,,usa,11
235221,45.0,canada,6
241791,27.0,usa,27
242485,43.0,usa,4
244881,22.0,canada,1
245660,33.0,usa,7
246407,30.0,usa,2
264463,27.0,portugal,4
266657,33.0,usa,2
30072,11.0,usa,22
49646,14.0,usa,1
50481,58.0,usa,1
59944,17.0,canada,4
69310,,canada,6
92696,46.0,usa,8
100660,17.0,usa,1
128985,19.0,usa,1
134403,18.0,usa,11
151318,14.0,usa,1
153496,,usa,8
185462,16.0,usa,2
188155,19.0,usa,1
227085,18.0,canada,1
248492,14.0,usa,9
249384,28.0,canada,6
249732,,usa,13
264688,,usa,9
36157,,usa,10
138674,26.0,usa,16
236648,29.0,usa,1
260093,19.0,usa,2
260502,22.0,usa,3
262614,13.0,usa,3
3817,29.0,usa,7
10315,18.0,canada,10
11325,23.0,usa,6
19145,,usa,13
19886,41.0,usa,3
29997,,canada,1
38922,17.0,usa,3
50143,16.0,sweden,9
57910,15.0,usa,1
128703,40.0,canada,1
157079,25.0,usa,2
162386,19.0,usa,2
193641,15.0,usa,1
197012,33.0,usa,12
246024,21.0,canada,4
3693,23.0,usa,10
8676,,usa,2
14087,31.0,usa,7
24768,58.0,usa,11
24773,,netherlands,5
33458,29.0,usa,1
34798,26.0,usa,4
46349,,usa,1
55021,44.0,usa,4
56215,37.0,usa,4
56905,,empty,5
56917,,usa,8
59274,,usa,1
71344,,usa,1
76607,,usa,1
77911,37.0,usa,1
81412,24.0,usa,4
92037,,usa,1
94181,39.0,usa,1
95072,39.0,usa,3
95431,36.0,usa,1
96444,,usa,5
97938,,usa,1
98786,,usa,1
98900,,usa,1
101167,37.0,usa,1
103490,19.0,usa,5
106529,35.0,usa,1
116819,24.0,usa,1
132909,35.0,usa,16
151267,,usa,1
163148,28.0,netherlands,2
175175,,usa,2
184152,,usa,3
189665,,usa,11
193327,35.0,usa,3
200814,31.0,switzerland,9
203603,37.0,philippines,36
204799,62.0,usa,3
206668,36.0,usa,1
207385,58.0,usa,21
209817,27.0,usa,31
230772,,usa,1
240469,34.0,usa,3
241771,,usa,1
242581,29.0,usa,2
243254,27.0,usa,3
245128,23.0,malaysia,20
251739,,usa,15
265146,28.0,usa,3
274050,,usa,4
25988,,usa,1
45704,18.0,usa,3
76599,43.0,usa,2
147421,,usa,1
215737,,usa,2
229746,,usa,1
252251,29.0,usa,1
59784,,canada,1
116521,25.0,usa,8
155680,22.0,portugal,8
185720,17.0,sweden,1
204179,,usa,8
251506,46.0,canada,5
10965,22.0,sweden,8
13080,22.0,canada,13
24379,25.0,usa,8
24585,,usa,7
26553,,usa,12
33790,24.0,usa,1
41883,25.0,canada,1
42428,37.0,usa,1
45129,,usa,1
47189,,usa,2
47251,33.0,canada,3
49392,28.0,usa,17
65244,31.0,canada,13
71831,21.0,usa,18
74776,39.0,usa,3
79153,,usa,4
90784,,usa,5
95448,34.0,usa,1
109477,21.0,brazil,1
120994,,usa,5
127043,,usa,3
129216,,usa,1
139586,33.0,usa,14
145003,34.0,usa,27
148415,36.0,usa,2
152345,,usa,5
153570,25.0,austria,8
165320,,usa,1
165452,28.0,usa,7
166460,25.0,portugal,5
168281,21.0,usa,1
169770,,usa,11
172513,19.0,usa,1
173908,16.0,usa,1
175094,,norway,1
177015,28.0,usa,3
184266,23.0,usa,5
185538,28.0,united kingdom,10
188554,18.0,usa,1
199717,24.0,usa,1
204929,33.0,usa,5
209475,35.0,usa,2
231633,,usa,4
232688,22.0,united kingdom,2
237895,,usa,2
239000,25.0,canada,4
239736,20.0,france,19
244385,,empty,4
255493,20.0,denmark,5
261158,,usa,1
266668,,usa,1
269815,,canada,4
55550,42.0,usa,11
81788,49.0,australia,1
82699,32.0,canada,8
85833,57.0,usa,6
93513,,canada,6
95353,59.0,canada,35
97179,40.0,united kingdom,21
101944,31.0,usa,1
164828,,usa,137
180150,33.0,usa,2
213057,52.0,usa,3
218221,18.0,malaysia,31
246164,76.0,usa,2
247890,49.0,usa,2
168216,47.0,canada,22
177061,50.0,canada,1
219254,,canada,5
227413,,usa,7
63917,30.0,canada,1
88842,26.0,usa,2
119963,,canada,6
196137,36.0,usa,13
213839,43.0,usa,8
230065,18.0,singapore,2
249111,,canada,54
37654,49.0,canada,6
98104,,usa,6
146298,25.0,france,19
741,16.0,usa,14
51665,33.0,usa,10
90456,,usa,1
101214,46.0,canada,9
148053,26.0,usa,4
186969,24.0,usa,8
193557,31.0,usa,2
199444,38.0,usa,1
223006,,usa,1
237745,58.0,canada,2
238739,26.0,canada,4
266054,36.0,usa,9
17508,32.0,usa,1
27383,59.0,usa,7
47767,43.0,usa,1
94362,39.0,usa,5
125367,,canada,2
126072,28.0,usa,4
127782,36.0,usa,8
169310,,usa,11
173511,37.0,usa,6
178446,57.0,usa,1
198684,,usa,1
199555,33.0,usa,1
238222,28.0,usa,19
254386,65.0,usa,2
255315,34.0,usa,1
275154,,usa,27
277969,55.0,usa,1
2089,,usa,1
3460,32.0,canada,1
6347,19.0,canada,5
6991,,usa,1
10686,27.0,usa,1
13048,,usa,1
13121,,canada,1
16461,35.0,canada,1
18433,52.0,usa,1
23666,,usa,5
26374,40.0,usa,4
27193,29.0,usa,6
34279,,germany,1
34344,,usa,3
34608,,usa,1
36678,,usa,1
37572,,usa,1
37736,23.0,germany,1
38335,,usa,2
38657,48.0,canada,2
38972,,united kingdom,1
41324,,usa,7
41460,23.0,canada,2
42509,31.0,usa,3
45806,,usa,1
49277,33.0,canada,5
50193,27.0,canada,5
53537,,usa,2
56045,45.0,usa,4
63101,40.0,usa,1
65350,38.0,usa,5
67030,41.0,usa,1
68586,,usa,1
74356,28.0,usa,13
78847,,canada,3
83337,33.0,usa,1
88389,77.0,usa,14
96635,35.0,usa,1
98721,60.0,usa,1
112240,,usa,15
113657,,usa,10
113721,,usa,2
116505,28.0,usa,1
117291,33.0,usa,1
117407,31.0,usa,1
119224,31.0,usa,1
127661,,usa,1
128588,26.0,usa,3
131191,23.0,usa,2
132010,,usa,1
132457,56.0,usa,3
139673,,usa,1
144619,,usa,16
147764,29.0,usa,6
154439,25.0,usa,1
167846,27.0,usa,3
168307,,usa,12
168484,65.0,usa,1
169710,33.0,usa,1
169779,36.0,usa,70
170346,58.0,usa,5
171114,,usa,1
172533,13.0,canada,1
179290,29.0,usa,2
180937,48.0,usa,2
185992,16.0,usa,4
186038,45.0,usa,1
187960,48.0,usa,1
190642,,usa,1
190789,,usa,14
192935,,germany,1
198357,64.0,usa,1
205281,37.0,usa,25
205856,24.0,iran,2
205977,21.0,italy,2
208549,,usa,2
212419,,usa,2
215451,57.0,canada,1
220683,21.0,egypt,3
221103,,canada,3
221967,,usa,6
235117,47.0,usa,12
241582,,canada,1
241845,,usa,3
242065,,usa,3
249246,48.0,canada,3
254719,35.0,usa,3
255865,,usa,1
257031,29.0,usa,1
261590,29.0,usa,5
265383,,usa,11
267328,,usa,6
268882,37.0,usa,4
271531,32.0,usa,26
272233,,usa,28
275075,,usa,5
278107,51.0,canada,1
278543,39.0,usa,3
9525,15.0,usa,2
93267,32.0,usa,2
137627,37.0,usa,12
148240,23.0,portugal,3
78722,18.0,usa,10
92271,51.0,usa,1
146208,33.0,usa,2
150951,,usa,5
152617,27.0,usa,8
162095,60.0,usa,3
190085,,canada,3
26561,17.0,usa,5
29028,28.0,usa,9
51840,,usa,4
57166,,usa,1
57960,26.0,empty,7
59086,22.0,usa,1
91119,41.0,usa,21
104624,24.0,italy,3
119364,16.0,usa,22
180549,,usa,4
189320,39.0,usa,7
213782,25.0,usa,1
245029,31.0,usa,2
249542,,usa,1
251842,14.0,empty,1
252199,21.0,usa,1
271935,27.0,italy,2
12233,33.0,usa,3
21930,28.0,usa,4
58921,,usa,4
81352,22.0,usa,3
94682,17.0,usa,2
94971,58.0,usa,4
96466,26.0,usa,3
107523,,usa,6
109709,24.0,usa,3
127261,,usa,1
145239,27.0,canada,3
151495,,canada,3
154176,31.0,denmark,13
165823,17.0,usa,3
168212,,usa,9
171904,28.0,spain,30
177569,52.0,usa,15
180860,,canada,20
198937,23.0,canada,5
249220,31.0,usa,9
250736,17.0,usa,1
276762,25.0,germany,1
43785,20.0,usa,3
53975,,usa,1
72644,26.0,germany,1
82808,24.0,australia,12
84571,25.0,portugal,1
99165,33.0,usa,6
114265,,usa,16
118862,33.0,usa,1
226336,,usa,5
226349,18.0,usa,8
237612,30.0,usa,5
246766,,usa,21
14173,,canada,18
44756,62.0,usa,9
109544,,usa,3
161200,43.0,usa,23
184202,32.0,usa,11
269988,31.0,usa,5
1155,22.0,usa,10
61415,,usa,1
85851,41.0,usa,13
101035,33.0,usa,10
102138,43.0,caymanislands,4
168438,,usa,27
181201,,usa,3
242816,23.0,canada,2
1214,30.0,germany,2
16545,,usa,17
118314,,usa,6
233431,,usa,11
242219,,usa,2
1706,26.0,usa,5
2179,30.0,usa,21
2198,,usa,1
2799,,usa,12
20032,,australia,6
37092,,spain,1
37235,22.0,portugal,15
38661,21.0,canada,6
48453,29.0,usa,1
53408,22.0,usa,6
53510,23.0,united kingdom,2
53978,37.0,usa,2
54290,35.0,usa,7
61842,20.0,usa,4
65343,20.0,usa,1
76865,,spain,6
83235,,usa,11
84745,,usa,1
100294,,usa,3
103636,,usa,2
104771,17.0,usa,2
106632,20.0,usa,4
111944,23.0,usa,68
120283,22.0,usa,4
127813,23.0,usa,5
130636,20.0,usa,19
131951,31.0,usa,2
132684,,usa,13
142672,30.0,canada,8
144121,,usa,1
151454,15.0,usa,3
154553,23.0,usa,39
179327,18.0,usa,17
181956,21.0,usa,10
189536,20.0,portugal,3
193248,32.0,usa,27
197823,,usa,1
207635,21.0,usa,1
211862,,usa,2
219659,23.0,usa,2
228189,45.0,usa,4
238768,44.0,usa,3
251146,,usa,5
255347,28.0,usa,1
22422,22.0,usa,1
25311,,usa,1
120333,35.0,usa,11
144107,,canada,5
5922,19.0,usa,1
10047,20.0,usa,2
14232,23.0,france,25
17836,17.0,usa,2
18713,,spain,1
43404,43.0,usa,5
62302,,usa,4
83404,14.0,usa,1
90744,20.0,usa,1
94896,20.0,usa,2
100694,,usa,6
107341,16.0,usa,1
112953,31.0,usa,31
125396,14.0,usa,16
130772,,usa,3
139524,12.0,usa,16
152726,23.0,united kingdom,5
173131,25.0,australia,21
178587,56.0,usa,5
189286,28.0,usa,6
193649,,usa,2
196754,,malaysia,1
201598,33.0,usa,4
205374,,usa,3
216160,,usa,1
219530,19.0,usa,3
220484,,usa,13
226739,30.0,usa,8
233444,35.0,usa,6
234240,,usa,2
240883,,usa,18
251444,,usa,1
253261,15.0,usa,1
256052,15.0,usa,2
266775,24.0,spain,4
269245,55.0,canada,1
20794,31.0,usa,8
424,29.0,usa,4
3005,,usa,2
10239,31.0,usa,1
23847,36.0,usa,13
33656,53.0,usa,7
41086,42.0,usa,16
59197,,usa,5
76488,,usa,3
81564,,usa,5
97244,,usa,1
100721,52.0,usa,1
106553,,canada,5
130502,,usa,6
170558,32.0,usa,4
174610,47.0,usa,2
247112,27.0,usa,3
35233,,usa,14
108741,58.0,canada,1
160541,,united kingdom,69
176293,,usa,2
234614,,usa,11
2437,45.0,usa,7
5868,47.0,usa,1
53664,,canada,12
114413,29.0,usa,4
134029,46.0,usa,6
145752,,usa,2
151098,38.0,usa,30
152770,,usa,9
155444,51.0,usa,12
181796,33.0,usa,14
235099,48.0,usa,11
244445,30.0,usa,1
277945,,usa,14
6662,31.0,canada,20
74687,54.0,usa,5
80089,,usa,1
106674,,usa,1
123066,,usa,5
128408,57.0,usa,1
132007,,usa,5
135873,,usa,10
156988,,usa,1
176667,23.0,usa,29
6169,,usa,1
19362,34.0,usa,6
26143,,usa,1
44269,57.0,usa,3
44790,,usa,1
48153,31.0,usa,3
49358,,usa,3
49792,,usa,19
59179,,usa,4
83666,33.0,usa,6
86928,32.0,usa,2
101874,,usa,8
105382,,usa,1
108182,32.0,usa,4
111635,,usa,1
111733,,usa,5
113340,37.0,usa,2
119446,,canada,7
121405,,usa,4
124989,46.0,usa,15
135704,66.0,southafrica,2
155808,,canada,2
162419,,usa,3
175205,,usa,11
194577,45.0,usa,1
194597,,australia,1
196885,,usa,1
202532,,usa,11
203805,,usa,10
209238,60.0,usa,16
218676,48.0,australia,1
224217,51.0,usa,2
227007,35.0,usa,3
238926,,canada,1
257591,39.0,usa,4
262541,,canada,19
273587,60.0,netherlands,11
278346,,usa,3
16507,23.0,usa,1
19681,44.0,usa,13
21202,67.0,usa,9
33970,36.0,canada,1
44535,20.0,usa,31
58091,28.0,usa,1
58467,,canada,1
61923,,usa,1
64683,54.0,usa,2
71226,52.0,usa,3
94474,35.0,usa,6
102921,,usa,1
104437,,canada,5
114996,,canada,1
115971,31.0,usa,15
125063,44.0,canada,18
126849,,canada,9
132377,,usa,2
132531,29.0,united kingdom,5
143597,,usa,8
144256,33.0,usa,6
144910,,usa,18
146083,29.0,usa,9
148613,,canada,2
148965,33.0,usa,5
156321,,usa,1
160035,27.0,usa,1
163533,48.0,canada,3
165420,31.0,canada,11
167906,25.0,usa,4
176170,,canada,2
176696,36.0,usa,1
184037,55.0,canada,1
221510,28.0,usa,23
229177,,usa,5
234647,32.0,canada,8
236097,,usa,14
240330,41.0,usa,4
247071,,canada,4
249725,,usa,1
250901,,usa,1
251691,32.0,usa,3
254224,,usa,7
268704,33.0,usa,7
269157,,usa,54
276521,17.0,canada,21
17184,23.0,philippines,1
32173,42.0,empty,1
47793,,usa,9
90232,23.0,france,72
97847,,usa,1
99648,44.0,usa,5
105243,,usa,3
175068,33.0,usa,4
203618,,usa,5
223455,,usa,4
231357,23.0,usa,7
232820,25.0,usa,4
237429,46.0,usa,7
273599,40.0,canada,2
15213,23.0,usa,5
22418,,usa,2
46417,,usa,9
103733,16.0,usa,4
118590,,usa,1
149538,40.0,germany,3
170192,,germany,6
194771,,usa,1
199101,,usa,3
207991,,usa,1
226220,45.0,usa,5
233177,,usa,1
257559,,canada,1
64015,28.0,canada,15
154441,40.0,canada,11
261355,27.0,canada,3
269378,41.0,portugal,18
138381,,usa,3
176481,,canada,19
184484,19.0,usa,1
227529,,canada,1
18096,,usa,9
52894,,usa,3
52897,47.0,usa,1
60114,,usa,17
60874,,usa,1
84426,29.0,usa,6
99792,50.0,usa,2
113148,,usa,1
132874,,usa,2
174793,52.0,usa,3
207667,,usa,6
14271,,usa,12
107960,63.0,usa,4
141328,29.0,usa,6
163761,37.0,united kingdom,85
183869,43.0,canada,1
204388,,canada,1
236255,50.0,usa,8
266331,59.0,usa,12
267680,,canada,7
219893,,usa,3
225271,,usa,1
252558,,usa,1
253952,37.0,usa,3
47782,,usa,2
61845,,usa,14
14060,,empty,3
18649,55.0,newzealand,1
95311,35.0,united kingdom,4
141109,28.0,portugal,29
159489,46.0,newzealand,1
238301,33.0,united kingdom,2
271623,28.0,united kingdom,1
48647,,united kingdom,1
112673,34.0,united kingdom,3
185750,34.0,portugal,1
221672,28.0,united kingdom,8
21855,,empty,1
42798,15.0,usa,20
45064,,usa,13
86495,19.0,usa,1
92494,14.0,usa,2
95758,33.0,usa,1
103801,,usa,1
107731,33.0,usa,4
121081,,usa,4
132290,32.0,usa,7
178969,28.0,usa,2
186697,12.0,usa,3
208507,,usa,1
258462,,usa,6
264674,62.0,usa,2
266481,82.0,usa,1
276024,49.0,usa,1
24843,,usa,1
48033,,usa,1
79006,14.0,usa,1
216343,52.0,usa,3
6168,,usa,1
40885,26.0,usa,4
63360,29.0,usa,13
65814,32.0,germany,1
69466,19.0,usa,3
110834,33.0,usa,3
114604,,usa,1
233697,31.0,usa,7
267568,24.0,usa,1
277619,25.0,usa,1
13191,57.0,usa,1
56623,36.0,usa,6
74792,,usa,2
79310,21.0,portugal,1
89192,34.0,netherlands,23
100578,46.0,ireland,43
167736,27.0,czechrepublic,2
15128,22.0,czechrepublic,1
100361,32.0,usa,11
142149,26.0,usa,2
171401,23.0,usa,3
205114,,usa,1
255259,,czechrepublic,1
67995,30.0,southkorea,1
181411,,usa,4
1113,22.0,usa,4
2183,,canada,1
12586,20.0,usa,1
12971,23.0,australia,1
14516,25.0,canada,1
14780,,united kingdom,1
17200,37.0,usa,3
21246,31.0,canada,1
22961,,usa,1
23848,31.0,usa,3
29123,39.0,usa,2
31614,,usa,6
37227,27.0,usa,19
41974,22.0,usa,1
43282,,canada,15
44216,28.0,canada,1
45033,41.0,usa,3
51962,,usa,9
55168,,canada,1
57556,36.0,usa,2
59554,42.0,usa,8
62486,36.0,usa,2
63643,24.0,usa,3
63964,,usa,2
64923,,usa,1
67354,30.0,usa,13
75154,47.0,usa,1
76264,51.0,usa,1
81353,32.0,usa,1
83616,54.0,usa,1
86882,,canada,1
88223,,usa,1
90783,,empty,2
94002,,usa,2
94123,43.0,usa,2
94814,,usa,1
95102,,usa,2
95518,51.0,usa,1
96660,,usa,1
98060,,usa,3
102719,27.0,usa,11
104158,39.0,canada,1
106078,18.0,usa,11
109388,23.0,usa,9
113339,,canada,1
113649,35.0,usa,1
113699,,usa,1
117330,,usa,2
117950,,usa,1
127114,,usa,2
127755,38.0,canada,4
129238,,usa,7
130166,69.0,usa,6
130844,16.0,usa,2
133031,19.0,canada,1
133744,33.0,usa,3
133776,,usa,3
136791,34.0,usa,5
138167,,canada,1
138325,,canada,2
143124,,canada,1
143445,26.0,usa,2
147513,29.0,canada,2
150054,,usa,2
151800,25.0,usa,11
163612,,canada,9
165516,26.0,usa,9
167644,25.0,usa,5
172216,,canada,9
175512,31.0,usa,1
177971,50.0,usa,1
179885,31.0,usa,7
180364,26.0,usa,1
184137,,usa,2
186916,17.0,canada,2
190220,77.0,canada,3
193680,53.0,usa,4
198290,49.0,usa,2
204611,,canada,2
204733,45.0,canada,1
220316,24.0,canada,1
222819,,usa,2
224221,,usa,2
224626,30.0,usa,3
225223,30.0,canada,1
226566,39.0,usa,1
230630,,usa,1
232461,,usa,7
233028,32.0,usa,2
233154,23.0,usa,1
233534,51.0,canada,2
235745,24.0,usa,1
238292,24.0,canada,3
238890,30.0,usa,13
242752,24.0,canada,4
244599,,usa,3
244874,29.0,usa,7
260936,,canada,7
265622,38.0,usa,2
270070,35.0,usa,5
272002,31.0,usa,5
278552,26.0,usa,4
20149,53.0,usa,3
31441,,canada,2
33706,,usa,1
60967,43.0,usa,1
93398,,usa,1
96194,34.0,usa,6
99322,,usa,5
119223,,usa,2
131218,,usa,1
147307,48.0,usa,21
191093,,usa,8
242202,,usa,2
242631,,usa,2
254628,66.0,usa,5
1118,,usa,2
2853,,usa,4
6124,26.0,usa,1
68473,42.0,usa,6
80954,,usa,19
84198,49.0,usa,8
93364,27.0,usa,28
98596,34.0,usa,4
115234,32.0,usa,3
148158,,usa,1
164583,23.0,usa,5
213197,33.0,usa,28
231501,37.0,usa,1
252785,34.0,usa,14
275050,,usa,4
276049,,usa,1
78411,,usa,1
5850,,usa,2
15641,,usa,3
19626,28.0,usa,1
48283,,usa,1
70603,,usa,1
81249,,canada,14
149985,34.0,usa,1
158705,,usa,1
163277,,empty,2
170317,36.0,portugal,4
190422,35.0,usa,8
194633,26.0,philippines,3
203753,46.0,usa,1
208756,,usa,5
212752,37.0,usa,3
213143,,usa,2
226448,40.0,usa,3
239296,,usa,1
243544,23.0,usa,1
244283,,usa,1
249109,29.0,usa,1
253064,30.0,usa,1
278724,54.0,united kingdom,1
174723,,usa,5
181165,39.0,usa,14
1535,69.0,usa,1
3739,,canada,1
4144,31.0,canada,1
4732,,usa,1
6285,70.0,canada,3
6392,,usa,1
7119,66.0,usa,2
8290,,usa,6
8937,37.0,usa,17
10067,61.0,united kingdom,26
11169,27.0,canada,1
11687,47.0,canada,41
13387,,usa,3
14454,,canada,2
18028,,usa,1
18311,,usa,13
20022,,canada,5
25916,24.0,usa,5
28763,29.0,usa,3
31681,,united kingdom,10
32417,66.0,costarica,3
33434,,usa,2
35134,,usa,1
41968,,usa,1
42181,53.0,usa,2
43190,,empty,1
43907,54.0,usa,7
44892,,canada,6
51364,40.0,canada,9
52968,33.0,usa,4
54783,30.0,usa,1
57291,,usa,4
64155,43.0,canada,2
70177,,usa,1
73532,34.0,usa,7
78589,,usa,10
79444,41.0,australia,1
84178,44.0,usa,9
86051,,usa,11
89062,,usa,4
91869,,usa,1
92800,48.0,usa,1
92819,34.0,canada,3
95916,,canada,1
98263,35.0,canada,48
103504,,usa,1
107649,26.0,usa,1
108914,,usa,1
108997,,usa,4
113044,,usa,1
115973,,usa,5
116931,24.0,usa,18
123051,28.0,usa,1
124158,26.0,usa,1
124321,,usa,2
125888,,usa,1
127537,,usa,4
128207,,usa,1
128403,,usa,1
128753,,usa,3
130014,,usa,3
135688,,usa,3
137953,31.0,usa,2
139183,,usa,2
143121,66.0,usa,1
145468,,usa,1
147734,,usa,2
151093,27.0,usa,7
151265,67.0,usa,1
152524,29.0,canada,4
152820,,usa,1
154742,,usa,2
155146,21.0,usa,3
156287,,canada,1
156479,62.0,usa,1
158525,,canada,2
159092,,germany,1
161892,32.0,canada,1
165763,,usa,4
167176,,usa,5
168263,,usa,1
172009,30.0,usa,1
172203,45.0,usa,12
172775,47.0,usa,2
175271,55.0,usa,13
177737,,usa,1
182414,25.0,usa,15
186678,,usa,4
190512,59.0,usa,1
191079,,usa,1
192820,,usa,1
193749,,usa,3
194645,35.0,canada,2
194739,,canada,4
195247,18.0,united kingdom,9
196653,,usa,1
200593,,italy,3
201259,,canada,1
202213,,usa,5
203742,64.0,mexico,2
203751,,usa,2
208152,47.0,usa,1
208187,,canada,1
212857,,usa,1
213886,49.0,canada,3
215161,26.0,usa,1
215887,23.0,usa,1
217473,,usa,1
218809,44.0,usa,1
219260,49.0,usa,6
220441,,usa,1
222708,,usa,1
226026,71.0,canada,2
227886,,usa,8
232171,,usa,7
233309,34.0,usa,1
233315,,usa,1
233633,,canada,2
236146,,canada,1
239067,,usa,6
239623,42.0,usa,7
240252,63.0,usa,1
242214,,usa,1
251606,,canada,22
253405,27.0,usa,1
255161,25.0,united kingdom,2
255487,,usa,1
256486,24.0,usa,3
258871,17.0,usa,2
259856,,usa,2
260388,23.0,usa,28
260621,48.0,usa,3
262679,,usa,5
264553,34.0,usa,2
267596,46.0,usa,16
269105,64.0,usa,9
270906,32.0,usa,10
277997,,usa,1
21737,41.0,usa,1
68052,37.0,usa,2
80826,41.0,usa,15
146641,,usa,6
147138,17.0,united kingdom,1
184235,,usa,2
209262,45.0,usa,5
221960,,usa,1
243397,,usa,2
248131,36.0,usa,6
267162,32.0,usa,5
270263,62.0,canada,2
273376,36.0,usa,4
200993,25.0,portugal,8
2982,34.0,canada,1
23038,27.0,usa,3
67918,,empty,1
70038,27.0,canada,1
70161,,canada,1
71102,23.0,united kingdom,23
78719,21.0,usa,18
105475,26.0,united kingdom,2
107208,,usa,9
140337,27.0,usa,2
166615,31.0,united kingdom,1
173314,50.0,usa,2
174625,32.0,usa,13
180392,29.0,usa,1
183978,,usa,2
215352,,usa,2
226394,31.0,canada,7
231490,16.0,usa,2
233826,,usa,3
237308,51.0,usa,2
254130,38.0,usa,7
254995,39.0,usa,8
260849,,usa,3
265707,,australia,1
3168,17.0,canada,3
5600,,usa,1
7507,24.0,canada,1
7887,23.0,usa,13
8188,,usa,6
9902,,usa,1
12289,,usa,2
16005,30.0,usa,12
19233,,usa,12
