year_of_publication,category,rating
1980.0,['Competition (Psychology)'],7.0
1980.0,['Computers'],4.0
1980.0,['Condominiums'],1.0
1980.0,['Conduct of life'],7.0
1980.0,['Cookbooks'],7.0
1980.0,['Cookies'],10.0
1980.0,['Cooking'],7.714285714285714
1980.0,['Cosmology'],3.5
1980.0,['Counting'],10.0
1980.0,['Country life'],7.0
1980.0,['Course - Aspect psychologique'],6.0
1980.0,['Criminal investigation'],8.0
1980.0,['Cupid (Roman deity)'],7.2727272727272725
1980.0,['Delivery of goods'],10.0
1980.0,['Deryni (Fictitious characters)'],9.0
1980.0,['Detective and mystery stories'],4.0
1980.0,"['Detective and mystery stories, English']",9.0
1980.0,['Diary fiction'],7.5
1980.0,['Dinosaurs'],3.5
1980.0,['Dogs'],4.0
1980.0,['Domestic fiction'],7.0
1980.0,['Drama'],7.333333333333333
1980.0,"['Dramatists, English']",9.0
1980.0,['Easy reader'],1.0
1980.0,"['Edward III, King of England, 1312-1377']",8.0
1980.0,['England'],3.0
1980.0,['English fiction'],8.5
1980.0,['English language'],7.0
1980.0,['Ex-convicts'],6.8
1980.0,['Extraterrestrial beings'],8.5
1980.0,['FICTION'],6.0
1980.0,['Fairy tales'],3.0
1980.0,['Families'],5.0
1980.0,['Family & Relationships'],7.0
1980.0,"['Fantasy fiction, American']",6.0
1980.0,['Fantasy'],7.777777777777778
1980.0,['Fantasy.'],2.5
1980.0,['Fiction in English'],4.0
1980.0,['Fiction'],7.48062015503876
1980.0,['France'],10.0
1980.0,['Games & Activities'],6.0
1980.0,['Games'],9.0
1980.0,['Germany (West)'],5.0
1980.0,"['Ghost stories, American']",7.75
1980.0,['Ghosts'],4.0
1980.0,['Health & Fitness'],6.5
1980.0,['Hermaphroditism'],4.0
1980.0,['History'],6.666666666666667
1980.0,['Horror tales'],8.2
1980.0,"['Horror tales, American']",8.5
1980.0,['House & Home'],7.0
1980.0,['Human-alien encounters'],10.0
1980.0,['Humor'],5.0
1980.0,['Imaginary histories'],5.0
1980.0,['Interpersonal relations'],7.205128205128205
1980.0,['Interviews'],7.0
1980.0,['Israel'],5.0
1980.0,['JUVENILE FICTION'],7.5
1980.0,['Jewish way of life.'],10.0
1980.0,['Journalistic ethics'],7.0
1980.0,['Juvenile Fiction'],7.92
1980.0,['Juvenile Nonfiction'],8.428571428571429
1980.0,['Kenya'],6.0
1980.0,['Language Arts & Disciplines'],7.333333333333333
1980.0,['Literary Criticism'],8.5
1980.0,['Love stories'],10.0
1980.0,['Magic'],8.5
1980.0,['Missionaries'],10.0
1980.0,['Motion picture actors and actresses'],7.5
1980.0,['Motion pictures'],7.0
1980.0,['Muppets (Fictitious characters)'],7.5
1980.0,['Music'],9.0
1980.0,['Nature'],8.9
1980.0,['Performing Arts'],10.0
1980.0,['Philosophy'],4.0
1980.0,['Plot-your-own stories'],4.5
1980.0,['Poetry'],7.6
1980.0,['Pottery'],10.0
1980.0,['Psychological fiction'],2.0
1980.0,['Psychology'],7.666666666666667
1980.0,['Rabbits'],4.0
1980.0,['Reference'],10.0
1980.0,['Religion'],7.4
1980.0,['Romance fiction'],9.0
1980.0,['Russia'],8.0
1980.0,['Science fiction'],5.8
1980.0,"['Science fiction, American']",9.0
1980.0,['Science'],6.666666666666667
1980.0,['Self-Help'],3.0
1980.0,['Sicily'],8.0
1980.0,['Social Science'],6.444444444444445
1980.0,['Spain'],9.0
1980.0,['Spiritualists'],9.0
1980.0,['Sports & Recreation'],6.0
1980.0,['Technology & Engineering'],8.0
1980.0,['Unicorns.'],9.0
1980.0,['United States'],10.0
1981.0,"[""Children's literature""]",6.0
1981.0,"[""Children's literature, American""]",7.0
1981.0,"[""Children's poetry, American""]",10.0
1981.0,"[""Children's songs""]",2.0
1981.0,"['Abscam Bribery Scandal, 1980-']",3.0
1981.0,['Adolescence'],5.5
1981.0,['Adultery'],7.0
1981.0,['Adventure and adventurers'],2.0
1981.0,['Adventure stories'],8.48
1981.0,['African Americans'],6.5
1981.0,['Aggressive behavior in animals'],3.0
1981.0,['Allegories'],7.875
1981.0,['American fiction (Fictional works by one author)'],10.0
1981.0,['American fiction'],8.38888888888889
1981.0,['American poetry'],6.0
1981.0,['American wit and humor'],4.5
1981.0,"['American wit and humor, Pictorial']",8.0
1981.0,['Animal training'],9.0
1981.0,['Animals'],10.0
1981.0,"['Animals, Mythical']",10.0
1981.0,['Apologetics'],9.0
1981.0,['Arabic language'],3.0
1981.0,['Archaeology'],5.5
1981.0,['Architects'],6.0
1981.0,['Arctic regions'],9.0
1981.0,['Art'],8.6
1981.0,['Arthurian romances'],4.5
1981.0,['Artists'],6.0
1981.0,['Assurance (Theology)'],1.0
1981.0,['Astrology and sex'],6.0
1981.0,['Atlantic City (N.J.)'],8.0
1981.0,['Atomic bomb'],6.5
1981.0,['Australia'],6.0
1981.0,['Authors'],10.0
1981.0,"['Authors, American']",9.0
1981.0,"['Authors, Austrian']",6.0
1981.0,['Authorship'],5.0
1981.0,['Beats (Persons)'],9.0
1981.0,['Beauty culture'],8.5
1981.0,['Bereavement'],5.5
1981.0,['Bharata (Hindu mythology)'],4.5
1981.0,['Biographical fiction'],8.0
1981.0,['Biography & Autobiography'],6.761904761904762
1981.0,['Birds'],3.0
1981.0,['Boarding schools'],9.5
1981.0,"['Body, Mind & Spirit']",5.666666666666667
1981.0,['Boys'],7.0
1981.0,['Brainwashing'],6.333333333333333
1981.0,['Brothers and sisters'],3.0
1981.0,['Brothers'],7.0
1981.0,"['Brown, Charlie (Fictitious character)']",5.0
1981.0,['Buddhism'],10.0
1981.0,['Business & Economics'],8.0
1981.0,['Calligraphy'],7.0
1981.0,['Cambridge (England)'],8.0
1981.0,['Camping'],7.5
1981.0,['Canada Foreign relations Iran'],4.0
1981.0,['Canada'],10.0
1981.0,['Capitalists and financiers'],6.0
1981.0,['Cats'],10.0
1981.0,['Cetacea'],9.5
1981.0,['China'],3.5
1981.0,['Cinéma'],6.0
1981.0,['Classical Literature-Short Stories'],7.0
1981.0,['College students'],6.0
1981.0,['Computers'],2.0
1981.0,['Connecticut'],5.0
1981.0,['Conscience in literature'],10.0
1981.0,['Consciousness.'],8.0
1981.0,['Conservation of natural resources'],2.0
1981.0,['Cooking'],7.0
1981.0,['Country life'],3.0
1981.0,"['Covenant, Thomas (Fictitious character)']",6.5
1981.0,['Cowgirls'],7.4
1981.0,['Crafts & Hobbies'],10.0
1981.0,['Crime'],7.0
1981.0,['Criminals'],7.0
1981.0,['Crypto-Jews'],10.0
1981.0,['Curiosities and wonders.'],7.0
1981.0,['Deception'],7.0
1981.0,['Delhi (India)'],5.0
1981.0,['Design'],7.0
1981.0,['Detective and mystery stories'],6.2727272727272725
1981.0,"['Detective and mystery stories, English']",6.0
1981.0,['Determination (Personality trait)'],8.0
1981.0,['Do-it-yourself work'],6.666666666666667
1981.0,['Documentary photography.'],8.0
1981.0,['Dogs'],5.75
1981.0,['Domestic drama'],9.0
1981.0,['Domestic fiction'],7.0
1981.0,['Dragonslayer (Motion picture)'],7.5
1981.0,['Drama'],7.428571428571429
1981.0,['Education'],6.0
1981.0,['Elves'],2.0
1981.0,['England'],7.0
1981.0,['English drama'],9.0
1981.0,['English poetry'],8.0
1981.0,['Extrasensory perception'],7.0
1981.0,['Extraterrestrial beings'],8.0
1981.0,['FICTION'],4.5
1981.0,['Fairy tales'],9.0
1981.0,['Fairy tales.'],2.0
1981.0,['Families'],7.0
1981.0,['Family & Relationships'],5.666666666666667
1981.0,['Fantasy fiction'],8.8
1981.0,['Fantasy'],9.0
1981.0,['Female friendship'],8.0
1981.0,['Feminist literature'],8.0
1981.0,['Fiction'],7.1875
1981.0,['First day of school'],6.0
1981.0,['Flight'],1.0
1981.0,['Foreign Language Study'],8.5
1981.0,['French prose literature'],10.0
1981.0,['Friendship'],7.0
1981.0,['Frontier and pioneer life'],8.0
1981.0,['Games'],6.5
1981.0,['Gardening'],8.875
1981.0,['German fiction'],7.666666666666667
1981.0,['German language materials'],1.0
1981.0,['Großbritannien - Sozialordnung - Auflösung - Zukunft - Belletristische Darstellung'],10.0
1981.0,['Health & Fitness'],5.0
1981.0,['Heart'],5.5
1981.0,['Heraldry'],8.0
1981.0,['Hispanic American women'],9.0
1981.0,['Historical fiction'],7.0
1981.0,['History'],7.1
1981.0,['Horror tales'],6.666666666666667
1981.0,['Horror'],2.0
1981.0,['House & Home'],5.5
1981.0,['Humor'],7.75
1981.0,['Imaginary wars and battles'],8.0
1981.0,['Indian mythology'],7.0
1981.0,['International intrigue'],3.0
1981.0,['Interns (Medicine)'],8.0
1981.0,['JUVENILE FICTION'],9.0
1981.0,['Japan'],9.0
1981.0,['Jews'],2.0
1981.0,['Juvenile Fiction'],7.190476190476191
1981.0,['Juvenile Nonfiction'],8.5
1981.0,['Kings and rulers'],8.0
1981.0,['Language Arts & Disciplines'],7.5
1981.0,['Law'],7.333333333333333
1981.0,['Life on other planets'],7.2
1981.0,['Literary Collections'],8.5
1981.0,['Literary Criticism'],7.0
1981.0,['London (England)'],10.0
1981.0,['Love stories'],5.0
1981.0,['Magic'],5.0
1981.0,['Medical'],7.25
1981.0,['Moscow (Russia)'],7.0
1981.0,['Motion pictures'],10.0
1981.0,['Music'],6.0
1981.0,['Nature'],9.0
1981.0,['Naval art and science'],8.0
1981.0,['Obesity'],2.0
1981.0,['Oglala Indians'],4.0
1981.0,['Paranormal fiction'],7.0
1981.0,['Parliamentary practice'],3.0
1981.0,['Pastoral counseling (Judaism)'],7.0
1981.0,['Performing Arts'],8.5
1981.0,['Pets'],7.5
1981.0,['Philosophy'],6.25
1981.0,['Poetry'],7.636363636363637
1981.0,"['Poirot, Hercule (Fictitious character)']",8.0
1981.0,['Political science'],10.0
1981.0,['Popularity'],6.0
1981.0,['Psychic ability'],4.666666666666667
1981.0,['Psychology'],10.0
1981.0,['Reading.'],7.0
1981.0,['Reference'],5.5
1981.0,['Religion'],7.846153846153846
1981.0,"['Riddles, Juvenile']",9.0
1981.0,['Robots'],9.5
1981.0,['Romance fiction'],4.0
1981.0,['Science fiction'],7.0
1981.0,"['Science fiction, American']",8.333333333333334
1981.0,"['Science fiction, Canadian']",8.0
1981.0,['Science'],8.666666666666666
1981.0,['Sea stories'],10.0
1981.0,['Self-Help'],6.333333333333333
1981.0,['Singers'],9.0
1981.0,['Social Science'],6.571428571428571
1981.0,['Spanish fiction'],5.0
1981.0,['Sports & Recreation'],7.0
1981.0,['Stories in rhyme'],7.0
1981.0,['Superhero fiction'],1.0
1981.0,['Technology & Engineering'],7.0
1981.0,['Trojan War'],5.0
1981.0,['United States marshals'],9.0
1981.0,['United States'],5.666666666666667
1981.0,['Vancouver (B.C.)'],8.0
1981.0,['Vegetarian cooking'],7.5
1981.0,['Veterinarians'],8.818181818181818
1981.0,['Women athletes'],8.0
1981.0,"['World War, 1939-1945']",6.0
1981.0,['Xanth (Imaginary place)'],8.0
1981.0,['Young adult fiction'],9.0
1981.0,['avstrijska književnost - mladinska književnost - roman'],7.0
1982.0,"[""Chefs d'orchestre - États-Unis - Biographies""]",7.0
1982.0,"[""Children's literature""]",6.0
1982.0,"[""Children's literature.""]",3.0
1982.0,"[""Children's stories""]",8.0
1982.0,"[""Children's stories, American""]",8.0
1982.0,['AMERICAN BOOK AWARD.'],9.333333333333334
1982.0,['Abbeys'],9.0
1982.0,['Abused wives'],8.0
1982.0,['Adolescence'],7.620689655172414
1982.0,['Adolescent psychopathology'],7.0
1982.0,['Adoption'],6.5
1982.0,['Adventure and adventurers'],9.0
1982.0,['Adventure stories'],6.8
1982.0,"['Adventure stories, American']",1.0
1982.0,['African Americans'],8.0
1982.0,['Airborne troops'],1.0
1982.0,['Airplanes'],2.5
1982.0,['American drama'],8.428571428571429
1982.0,['American fiction'],7.9523809523809526
1982.0,['American poetry'],7.5
1982.0,['American wit and humor'],6.5
1982.0,['American wit and humor.'],3.0
1982.0,['Amerikan romanı'],7.666666666666667
1982.0,['Amnesia'],2.0
1982.0,['Androids'],9.0
1982.0,['Anger'],7.0
1982.0,['Animals'],8.0
1982.0,['Anorexia nervosa'],6.0
1982.0,['Anthropologists'],2.0
1982.0,['Anti-clericalism'],7.2
1982.0,['Apartheid'],8.0
1982.0,['Art'],8.4
1982.0,['Artists'],8.5
1982.0,['Astrology'],7.666666666666667
1982.0,['Astronomy'],9.5
1982.0,['Attitude (Psychology)'],6.0
1982.0,"['Authors, American']",9.0
1982.0,"['Authors, Austrian']",10.0
1982.0,['Authorship'],4.0
1982.0,['Autobiographies'],6.5
1982.0,['Autumn'],9.0
1982.0,['Babysitters'],8.0
1982.0,['Baseball players'],4.0
1982.0,['Baths'],6.0
1982.0,['Bears'],5.0
1982.0,['Beauty contestants'],9.0
1982.0,"['Beauty, Personal']",5.0
1982.0,['Behavior'],2.0
1982.0,['Belgians'],8.0
1982.0,['Bible'],9.5
1982.0,['Bildungsromans'],4.0
1982.0,['Bioethics'],10.0
1982.0,['Biography & Autobiography'],8.5
1982.0,"['Blakeney, Percy, Sir (Fictitious character)']",9.666666666666666
1982.0,['Body image'],7.0
1982.0,['Body snatching'],8.0
1982.0,"['Body, Human']",8.0
1982.0,"['Body, Mind & Spirit']",6.375
1982.0,"['Bolan, Mack (Fictitious character)']",6.0
1982.0,['Bones'],5.0
1982.0,['Brain'],2.0
1982.0,['Bread'],8.0
1982.0,['British'],1.0
1982.0,"['Brooklyn (New York, N.Y.)']",8.444444444444445
1982.0,['Brothers and sisters'],8.5
1982.0,['Brothers'],9.0
1982.0,"['Brown, Encyclopedia (Fictitious character)']",8.0
1982.0,['Buried treasure'],8.0
1982.0,['Business & Economics'],7.0
1982.0,['Businessmen'],6.0
1982.0,['Calder family (Fictitious characters)'],7.0
1982.0,['Camping'],8.0
1982.0,['Canada'],9.0
1982.0,['Caricatures and cartoons'],7.0
1982.0,['Cats'],5.0
1982.0,['Chicago (Ill.).'],8.0
1982.0,['Child rearing'],9.0
1982.0,['Childbirth'],8.0
1982.0,['Children and death'],6.0
1982.0,['Children of clergy'],7.0
1982.0,['China'],6.0
1982.0,['Christian fiction'],8.0
1982.0,['Christian life'],5.5
1982.0,['City and town life'],7.0
1982.0,['Clowns'],8.0
1982.0,['Comedies'],7.0
1982.0,['Computers'],6.0
1982.0,['Conduct of life'],7.666666666666667
1982.0,['Consciousness'],8.0
1982.0,['Consolation'],8.0
1982.0,['Constitutional history'],10.0
1982.0,['Cookbooks'],2.0
1982.0,"['Cookery, Indic']",10.0
1982.0,"['Cookery, International']",10.0
1982.0,['Cooking'],6.95
1982.0,['Cornwall (England : County)'],7.294117647058823
1982.0,['Counting'],5.0
1982.0,['Couples'],4.0
1982.0,['Cowboys'],9.0
1982.0,['Crafts & Hobbies'],4.5
1982.0,['Crime'],7.0
1982.0,['Criminals'],10.0
1982.0,['Crystals'],5.75
1982.0,['Czech Americans'],7.5
1982.0,['Darkover (Imaginary place)'],8.0
1982.0,['Death'],7.0
1982.0,['Dentistry'],2.0
1982.0,['Detective and mystery stories'],6.714285714285714
1982.0,"['Detective and mystery stories, English']",6.0
1982.0,['Dogs'],6.4
1982.0,['Domestic fiction'],5.333333333333333
1982.0,['Dragons'],6.75
1982.0,['Drama'],9.0
1982.0,['Dreams'],6.7
1982.0,['Drug abuse'],6.0
1982.0,['Drugs'],3.6666666666666665
1982.0,['Dutch book'],8.0
1982.0,['Dwellings'],7.5
1982.0,['Dystopias'],9.0
1982.0,['Editing'],10.0
1982.0,['Education'],6.666666666666667
1982.0,['Elves'],9.5
1982.0,['Engelse fiksie'],7.916666666666667
1982.0,['England'],7.0
1982.0,['English language'],8.5
1982.0,['Ethnology'],8.0
1982.0,['Extraterrestrial beings'],5.5
1982.0,['FICTION'],5.333333333333333
1982.0,['Fairy tales'],9.0
1982.0,['Families'],10.0
1982.0,['Family & Relationships'],7.125
1982.0,"['Fansler, Kate (Fictitious character)']",6.5
1982.0,['Fantasy fiction'],8.8
1982.0,"['Fantasy fiction, American']",4.5
1982.0,['Fantasy'],6.0
1982.0,['Feminists'],9.5
1982.0,['Fiction'],6.912052117263844
1982.0,['Florida'],9.5
1982.0,['Forecasting'],9.0
1982.0,['Foreign Language Study'],2.0
1982.0,['French language'],6.0
1982.0,['Friendship'],7.0
1982.0,['Frontier and pioneer life'],7.0
1982.0,['Games & Activities'],3.0
1982.0,['Games'],7.0
1982.0,['Generals'],10.0
1982.0,['Geological specimens'],10.0
1982.0,['Government investigators'],8.0
1982.0,['Great Britain'],10.0
1982.0,['Health & Fitness'],9.0
1982.0,['Health'],2.0
1982.0,['Herbs'],7.5
1982.0,['Heroes'],6.5
1982.0,['History'],6.615384615384615
1982.0,"['Holocaust, Jewish (1939-1945)']",6.666666666666667
1982.0,['Home economics'],8.5
1982.0,['Horror stories.'],4.0
1982.0,['Horror tales'],5.8
1982.0,['Horses'],7.0
1982.0,['House & Home'],6.5
1982.0,['House plants'],7.0
1982.0,['Human beings'],8.0
1982.0,['Humor'],7.809523809523809
1982.0,['Humorous stories'],8.142857142857142
1982.0,['Imaginary places'],8.0
1982.0,['India'],7.0
1982.0,['Indonesia'],4.0
1982.0,['Intelligence officers'],9.0
1982.0,['Interpersonal relations'],7.0
1982.0,['Juvenile Fiction'],7.304878048780488
1982.0,['Juvenile Nonfiction'],7.090909090909091
1982.0,['Kindergarten'],6.0
1982.0,['Language Arts & Disciplines'],4.0
1982.0,['Lesbians'],8.0
1982.0,['Letters'],8.5
1982.0,['Literary Criticism'],6.2
1982.0,['Locks and keys'],8.0
1982.0,['Louisiana'],7.833333333333333
1982.0,['Mammals'],8.0
1982.0,['Manners and customs'],8.666666666666666
1982.0,"['Marple, Jane (Fictitious character)']",4.0
1982.0,"['McGee, Travis (Fictitious character)']",8.0
1982.0,['Medical'],9.5
1982.0,['Mice'],9.0
1982.0,['Missing persons'],8.0
1982.0,['Monasticism and religious orders'],7.333333333333333
1982.0,['Motion study'],2.0
1982.0,['Multiple personality'],5.5
1982.0,['Murder'],8.0
1982.0,['Music'],6.0
1982.0,['Mythology'],7.5
1982.0,"['Napoleonic Wars, 1800-1815']",8.0
1982.0,['Nature'],9.0
1982.0,['New England'],10.0
1982.0,['Nineteen thirties'],9.0
1982.0,['Outer space'],8.0
1982.0,['Overland journeys to the Pacific'],10.0
1982.0,['Pacifists'],8.0
1982.0,['People with disabilities'],8.0
1982.0,['Performing Arts'],6.333333333333333
1982.0,['Pets'],8.833333333333334
1982.0,['Philosophy'],7.304347826086956
1982.0,['Plot-your-own stories'],5.5
1982.0,['Poetry'],8.833333333333334
1982.0,['Popes'],2.0
1982.0,['Proverbs'],2.0
1982.0,['Psychoanalysis'],1.0
1982.0,['Psychokinesis'],8.0
1982.0,['Psychology'],7.5
1982.0,['Readers'],9.0
1982.0,['Reference'],9.0
1982.0,['Religion'],7.785714285714286
1982.0,['Romance fiction'],5.0
1982.0,['Schizophrenia'],6.5
1982.0,['Science fiction'],5.75
1982.0,"['Science fiction, American']",8.0
1982.0,['Science'],7.7
1982.0,['Sea'],9.0
1982.0,['Self-Help'],1.0
1982.0,['Social Science'],8.0
1982.0,['Sports & Recreation'],4.0
1982.0,['Sri Lanka'],8.5
1982.0,['Tarot'],10.0
1982.0,['Technology & Engineering'],6.875
1982.0,['Travel'],8.0
1982.0,['United States'],8.0
1982.0,['Weight control'],7.0
1982.0,['Werewolves'],8.0
1982.0,['Wit and humor'],6.0
1982.0,['Women detectives'],10.0
1982.0,"['World War, 1914-1918']",4.0
1982.0,['Yawning'],3.0
1982.0,['Zanzibar'],7.5
1983.0,"[""Artists' spouses""]",7.333333333333333
1983.0,"[""Children's encyclopedias and dictionaries""]",9.0
1983.0,"[""Children's poetry, American.""]",6.0
1983.0,"[""Children's stories""]",10.0
1983.0,"[""Children's stories, American""]",7.0
1983.0,['87th Precinct (Imaginary place)'],9.0
1983.0,['Abandoned children'],3.5
1983.0,['Abused wives'],9.0
1983.0,['Adolescence'],5.2
1983.0,['Adultery'],8.0
1983.0,['Adventure and adventurers'],8.428571428571429
1983.0,['Adventure stories'],6.333333333333333
1983.0,['Aeneas (Legendary character)'],9.0
1983.0,['Africa'],9.0
1983.0,['African American authors'],9.0
1983.0,['Alcoholic beverages.'],6.0
1983.0,['Algorithms'],8.0
1983.0,['American fiction'],7.884615384615385
1983.0,['American literature'],7.083333333333333
1983.0,['American poetry'],10.0
1983.0,['American wit and humor'],10.0
1983.0,"['American wit and humor, Pictorial']",8.0
1983.0,['American wit and humor.'],6.0
1983.0,['Americans'],6.0
1983.0,['Animal behavior'],6.8
1983.0,['Animals'],6.375
1983.0,"['Animals, Mythical']",6.666666666666667
1983.0,['Annapurna'],8.5
1983.0,['Antietam'],7.0
1983.0,['Antiques & Collectibles'],4.0
1983.0,['Appareils électroniques'],3.0
1983.0,['Applications for positions'],8.0
1983.0,['Architecture'],10.0
1983.0,['Art'],6.0
1983.0,['Arthurian romances'],9.333333333333334
1983.0,['Arthurian romances.'],9.0
1983.0,['Assertiveness (Psychology)'],6.0
1983.0,['Aunts'],8.5
1983.0,['Authors'],8.0
1983.0,"['Authors, American']",8.0
1983.0,['Automobile travel'],8.0
1983.0,['Automobiles'],7.333333333333333
1983.0,['Ayla (Fictitious character)'],10.0
1983.0,['BUSINESS & ECONOMICS'],6.8
1983.0,['Baltimore (Md.)'],7.5
1983.0,['Baltimore Metropolitan Area (Md.)'],6.0
1983.0,['Bears'],7.333333333333333
1983.0,['Behavior'],8.5
1983.0,"['Beresford, Tommy (Fictitious character)']",9.0
1983.0,['Biography & Autobiography'],7.514285714285714
1983.0,['Biography'],10.0
1983.0,['Birds'],7.0
1983.0,['Blacks'],7.0
1983.0,['Boa constrictor'],8.0
1983.0,['Boarding schools'],8.333333333333334
1983.0,"['Body, Mind & Spirit']",7.0
1983.0,['Books and reading'],7.0
1983.0,['Books from Films'],7.5
1983.0,['Boys'],8.0
1983.0,['Bread dough craft'],2.0
1983.0,['British'],4.666666666666667
1983.0,"['Brown, Encyclopedia (Fictitious character)']",8.0
1983.0,['Buildings'],6.0
1983.0,['Burglary protection.'],3.0
1983.0,['Business & Economics'],6.75
1983.0,['Businesswomen'],7.090909090909091
1983.0,['California'],8.0
1983.0,['Camp counselors'],1.0
1983.0,"['Campion, Albert (Fictitious character)']",8.5
1983.0,['Canada'],8.0
1983.0,['Canadian fiction'],8.0
1983.0,"['Canadian wit and humor, Pictorial']",6.0
1983.0,['Caricatures and cartoons'],8.0
1983.0,['Carnivals'],5.5
1983.0,['Cartoons and comics'],7.5
1983.0,['Casper the Friendly Ghost (Fictitious character)'],2.0
1983.0,['Cats'],6.0
1983.0,"['Chee, Jim (Fictitious character)']",4.0
1983.0,['Children and strangers'],4.0
1983.0,['Children of working parents'],10.0
1983.0,['China'],8.666666666666666
1983.0,['Christian fiction'],7.333333333333333
1983.0,['Christmas stories'],4.0
1983.0,['Circus'],7.5
1983.0,['Cities and towns'],9.0
1983.0,['Clergy'],7.0
1983.0,['Clowns'],7.0
1983.0,['College choice'],10.0
1983.0,['College readers'],7.0
1983.0,['Communication interpersonnelle'],10.0
1983.0,['Communism'],5.0
1983.0,['Computers'],8.0
1983.0,['Conduct of life'],6.0
1983.0,['Conversation'],6.0
1983.0,"['Cookery, Chinese']",8.0
1983.0,['Cooking'],6.153846153846154
1983.0,"['Cooking, American']",4.0
1983.0,"['Covenant, Thomas (Fictitious character)']",8.0
1983.0,['Crafts & Hobbies'],6.0
1983.0,['Creative writing'],8.666666666666666
1983.0,['Criticism'],1.0
1983.0,['Curiosities and wonders'],3.5
1983.0,['Dakota Territory'],3.0
1983.0,['Death'],7.5
1983.0,['Delaware Indians'],7.0
1983.0,"['Dent, Arthur (Fictitious character)']",8.363636363636363
1983.0,['Detective and mystery stories'],6.6875
1983.0,['Divorce'],6.0
1983.0,['Documentary films'],2.0
1983.0,['Dogs'],7.5
1983.0,['Dolls'],9.0
1983.0,['Domestic fiction'],6.625
1983.0,['Dragons'],6.0
1983.0,['Drama'],8.625
1983.0,['Dressmaking.'],7.0
1983.0,['Drugs'],10.0
1983.0,['Dungeons and Dragons (Game)'],1.0
1983.0,['Ecology'],1.0
1983.0,['Education'],7.5
1983.0,['Electronics'],2.0
1983.0,['English fiction'],8.0
1983.0,['Epic literature'],7.0
1983.0,['Epidemics'],8.0
1983.0,['Erinyes (Greek mythology)'],1.5
1983.0,['Erotic stories'],7.0
1983.0,['Ethnology'],7.0
1983.0,['Executives'],6.0
1983.0,['Exercise.'],7.0
1983.0,['Exposition (Rhetoric)'],7.0
1983.0,['Extraterrestrial beings'],8.0
1983.0,['Factories'],10.0
1983.0,['Fairy tales'],10.0
1983.0,['Family & Relationships'],7.5
1983.0,['Fantasy fiction'],7.555555555555555
1983.0,"['Fantasy fiction, American']",2.5
1983.0,"['Fantasy fiction, English']",1.0
1983.0,['Fantasy'],8.0
1983.0,['Fathers and daughters'],6.0
1983.0,['Fiction'],7.283393501805054
1983.0,['Fishing'],6.0
1983.0,['Foreign Language Study'],6.0
1983.0,['Forgiveness'],3.0
1983.0,['Fourth dimension'],5.0
1983.0,['France'],7.333333333333333
1983.0,['Future life'],10.0
1983.0,['Games & Activities'],9.0
1983.0,['Games'],1.0
1983.0,['Gardening'],8.428571428571429
1983.0,['Gay men'],7.0
1983.0,['Germany'],7.0
1983.0,['Great Britain'],5.625
1983.0,['Halloween'],8.0
1983.0,['Health & Fitness'],7.888888888888889
1983.0,['History'],7.3125
1983.0,"['History, Modern']",6.0
1983.0,"['Hollywood (Los Angeles, Calif.)']",4.0
1983.0,"['Holocaust, Jewish (1939-1945)']",9.0
1983.0,['Horror tales'],3.5
1983.0,"['Horror tales, American']",6.0
1983.0,['Horror'],9.0
1983.0,['Horse racing'],8.333333333333334
1983.0,['House & Home'],8.0
1983.0,['Human beings'],7.0
1983.0,['Human experimentation in psychology'],10.0
1983.0,['Human-alien encounters'],7.333333333333333
1983.0,['Humor'],7.646464646464646
1983.0,['Humourous fiction'],8.75
1983.0,['Indians of North America'],2.5
1983.0,['Interplanetary voyages'],5.5
1983.0,['Jews'],9.0
1983.0,['Juvenile Fiction'],7.473684210526316
1983.0,['Juvenile Nonfiction'],7.84375
1983.0,['Language Arts & Disciplines'],7.0
1983.0,['Large type books'],8.0
1983.0,['Legislators'],10.0
1983.0,['Lesbians'],9.0
1983.0,['Life on other planets'],8.0
1983.0,['Literary Collections'],9.11111111111111
1983.0,['Literary Criticism'],7.5
1983.0,['Literary recreations.'],6.0
1983.0,['Love poetry.'],8.0
1983.0,['Love stories'],8.0
1983.0,['Magic'],6.8
1983.0,['Man-woman relationships'],4.0
1983.0,['Men'],4.0
1983.0,['Microcomputers'],7.0
1983.0,['Military art and science'],6.0
1983.0,['Mothers and daughters'],5.0
1983.0,['Murder'],5.666666666666667
1983.0,['Music'],8.666666666666666
1983.0,"['Mythology, Greek']",3.0
1983.0,['Nature'],4.666666666666667
1983.0,['New Zealand drama'],8.0
1983.0,['Nineteen thirties'],6.0
1983.0,['Oceanography'],8.0
1983.0,['Office practice'],7.0
1983.0,['Performing Arts'],8.125
1983.0,['Pets'],6.25
1983.0,['Philosophy'],6.0
1983.0,['Photography'],8.5
1983.0,['Physics'],7.0
1983.0,['Plot-your-own stories'],7.5
1983.0,['Poetry'],8.666666666666666
1983.0,['Police'],8.0
1983.0,['Political Science'],1.3333333333333333
1983.0,['Prayer books'],9.0
1983.0,['Private investigators'],7.0
1983.0,['Procrastination'],8.0
1983.0,['Psychoanalysis and philosophy'],9.0
1983.0,['Psychoanalysis'],9.0
1983.0,['Psychology'],7.833333333333333
1983.0,['Public speaking'],8.0
1983.0,['Pumpkin'],8.0
1983.0,['Reference'],8.5
1983.0,['Religion'],7.222222222222222
1983.0,['Rock music fans'],7.0
